SalesID,Region,ProductCategory,CustomerID,SalesAmount,SatisfactionRating,SalesDate,DiscountApplied,QuantitySold,RepeatCustomer
44,South,Books,6783,4323.27,4,2021-01-02 19:00:00,10,18,Yes
45,South,Books,2011,1742.66,2,2021-01-02 20:00:00,20,16,Yes
46,South,Food,8953,2931.8,2,2021-01-02 21:00:00,0,6,Yes
47,West,Books,5332,1741.13,3,2021-01-02 22:00:00,0,6,No
48,North,Electronics,3020,4434.99,2,2021-01-02 23:00:00,10,6,Yes
49,South,Furniture,8772,3976.42,1,2021-01-03 00:00:00,5,18,Yes
50,East,Toys,7533,610.66,2,2021-01-03 01:00:00,0,1,Yes
51,East,Furniture,1853,3159.37,4,2021-01-03 02:00:00,20,16,No
52,East,Food,2767,2001.29,4,2021-01-03 03:00:00,10,12,No
53,North,Books,1848,4063.63,5,2021-01-03 04:00:00,10,19,Yes
54,South,Furniture,9706,1009.61,4,2021-01-03 05:00:00,20,6,Yes
55,North,Toys,5875,72.77,5,2021-01-03 06:00:00,10,10,Yes
56,West,Electronics,3864,2804.52,3,2021-01-03 07:00:00,5,7,No
57,West,Clothing,8830,3080.83,3,2021-01-03 08:00:00,0,6,Yes
58,East,Clothing,3288,3401.23,4,2021-01-03 09:00:00,0,17,Yes
59,East,Furniture,3152,781.53,2,2021-01-03 10:00:00,15,2,Yes
60,South,Toys,8466,164.03,2,2021-01-03 11:00:00,0,3,Yes
61,West,Books,2885,601.14,2,2021-01-03 12:00:00,0,13,Yes
62,South,Clothing,1103,1490.82,5,2021-01-03 13:00:00,10,11,Yes
63,East,Clothing,2685,4690.49,3,2021-01-03 14:00:00,5,4,Yes
64,East,Toys,6632,2883.66,4,2021-01-03 15:00:00,0,12,Yes
65,East,Food,3561,617.51,4,2021-01-03 16:00:00,10,4,Yes
66,West,Books,9537,450.5,5,2021-01-03 17:00:00,20,8,No
67,South,Electronics,4016,4879.71,3,2021-01-03 18:00:00,10,7,No
68,North,Food,5099,1648.76,1,2021-01-03 19:00:00,0,17,No
69,North,Books,7660,4426.77,1,2021-01-03 20:00:00,15,16,No
70,North,Food,1458,1556.36,2,2021-01-03 21:00:00,10,3,Yes
71,East,Clothing,1502,305.01,2,2021-01-03 22:00:00,20,7,Yes
72,West,Food,8461,481.68,2,2021-01-03 23:00:00,20,4,No
73,East,Toys,1162,484.96,3,2021-01-04 00:00:00,5,14,No
74,West,Clothing,7338,3522.44,2,2021-01-04 01:00:00,10,6,Yes
75,North,Furniture,5606,3647.89,3,2021-01-04 02:00:00,20,19,No
76,South,Food,2825,460.67,2,2021-01-04 03:00:00,20,9,No
77,West,Food,8419,1848.47,1,2021-01-04 04:00:00,10,14,No
78,West,Books,1473,845.86,5,2021-01-04 05:00:00,10,7,No
79,South,Toys,7862,3893.26,5,2021-01-04 06:00:00,10,11,Yes
80,West,Electronics,7076,3199.22,5,2021-01-04 07:00:00,5,11,No
81,West,Books,8106,1625.29,5,2021-01-04 08:00:00,0,19,Yes
82,North,Food,2238,3987.78,5,2021-01-04 09:00:00,0,5,Yes
83,West,Toys,9219,360.38,3,2021-01-04 10:00:00,0,7,No
84,West,Food,9430,659.37,1,2021-01-04 11:00:00,15,4,Yes
85,North,Clothing,6424,4424.03,5,2021-01-04 12:00:00,15,17,No
86,West,Books,4623,2145.18,2,2021-01-04 13:00:00,0,17,Yes
87,South,Toys,9234,4769.98,2,2021-01-04 14:00:00,20,7,Yes
88,West,Electronics,1915,887.32,4,2021-01-04 15:00:00,10,4,No
89,South,Furniture,2289,148.77,3,2021-01-04 16:00:00,5,3,Yes
90,North,Toys,9117,71.24,4,2021-01-04 17:00:00,20,5,No
91,South,Clothing,7583,3254.47,4,2021-01-04 18:00:00,20,17,Yes
92,North,Clothing,1117,1549.75,2,2021-01-04 19:00:00,5,1,Yes
93,North,Toys,5617,4902.85,4,2021-01-04 20:00:00,10,17,No
94,West,Toys,6987,3122.75,1,2021-01-04 21:00:00,20,6,No
95,East,Electronics,8091,4434.06,2,2021-01-04 22:00:00,0,3,Yes
96,East,Toys,2783,1112.06,1,2021-01-04 23:00:00,10,9,Yes
97,North,Books,6908,4901.01,1,2021-01-05 00:00:00,10,13,No
98,North,Clothing,8567,506.98,3,2021-01-05 01:00:00,15,5,Yes
99,North,Furniture,3871,4703.59,1,2021-01-05 02:00:00,5,15,Yes
100,East,Electronics,3957,1233.62,1,2021-01-05 03:00:00,15,5,No
101,South,Food,3584,3287.87,1,2021-01-05 04:00:00,0,3,Yes
102,South,Clothing,1584,2308.8,5,2021-01-05 05:00:00,0,3,Yes
103,East,Furniture,6087,4874.57,5,2021-01-05 06:00:00,0,4,Yes
104,East,Toys,4921,1610.27,5,2021-01-05 07:00:00,10,19,Yes
105,South,Electronics,4240,3079.37,3,2021-01-05 08:00:00,5,17,Yes
106,West,Books,9957,4365.64,1,2021-01-05 09:00:00,15,18,No
107,South,Food,8408,234.18,1,2021-01-05 10:00:00,0,13,Yes
108,South,Clothing,1692,3115.21,3,2021-01-05 11:00:00,10,15,No
109,South,Clothing,8512,4609.63,3,2021-01-05 12:00:00,10,18,Yes
110,West,Clothing,3867,3608.79,1,2021-01-05 13:00:00,20,1,No
111,South,Toys,3631,1928.17,1,2021-01-05 14:00:00,15,3,Yes
112,East,Toys,8985,359.2,5,2021-01-05 15:00:00,0,6,No
113,East,Furniture,5253,3860.65,1,2021-01-05 16:00:00,15,1,Yes
114,West,Clothing,8602,2140.55,2,2021-01-05 17:00:00,20,15,Yes
115,South,Furniture,5491,2681.69,1,2021-01-05 18:00:00,5,16,Yes
116,South,Furniture,2945,3286.03,4,2021-01-05 19:00:00,20,13,Yes
117,West,Clothing,3560,2296.67,5,2021-01-05 20:00:00,15,16,Yes
118,South,Toys,5585,722.21,1,2021-01-05 21:00:00,10,13,No
119,North,Clothing,9572,2926.91,2,2021-01-05 22:00:00,20,11,No
120,North,Food,3942,2519.32,5,2021-01-05 23:00:00,15,9,No
121,East,Books,9614,2776.24,3,2021-01-06 00:00:00,5,16,Yes
122,East,Books,3752,1486.02,2,2021-01-06 01:00:00,20,17,Yes
123,South,Clothing,6513,4854.82,2,2021-01-06 02:00:00,5,15,Yes
124,North,Food,9430,4828.61,1,2021-01-06 03:00:00,15,8,No
125,South,Clothing,7894,2863.92,1,2021-01-06 04:00:00,5,2,Yes
126,West,Books,7142,1220.45,1,2021-01-06 05:00:00,5,6,No
127,South,Furniture,9691,1548.81,2,2021-01-06 06:00:00,0,12,No
128,West,Books,4653,1708.75,5,2021-01-06 07:00:00,10,15,Yes
129,North,Furniture,7215,3649.38,1,2021-01-06 08:00:00,10,7,No
130,West,Books,9951,4766.89,4,2021-01-06 09:00:00,0,2,Yes
131,North,Books,3141,1375.57,3,2021-01-06 10:00:00,10,11,Yes
132,North,Books,5056,2787.25,4,2021-01-06 11:00:00,10,6,Yes
133,South,Electronics,9214,2967.98,5,2021-01-06 12:00:00,5,19,No
134,West,Electronics,5542,1352.41,2,2021-01-06 13:00:00,5,8,Yes
135,North,Food,8413,3731.82,2,2021-01-06 14:00:00,20,17,Yes
136,East,Clothing,8330,1418.61,2,2021-01-06 15:00:00,20,9,No
137,South,Clothing,7508,2653.22,3,2021-01-06 16:00:00,20,1,Yes
138,East,Food,9926,925.33,5,2021-01-06 17:00:00,0,6,No
139,South,Clothing,6801,2086.32,4,2021-01-06 18:00:00,15,18,No
140,East,Food,6869,2746.2,1,2021-01-06 19:00:00,15,17,Yes
141,North,Food,9585,396.13,4,2021-01-06 20:00:00,20,1,Yes
142,East,Food,7056,4994.07,5,2021-01-06 21:00:00,15,16,No
143,East,Furniture,7291,2949.74,5,2021-01-06 22:00:00,0,18,Yes
144,South,Food,5151,1858.43,5,2021-01-06 23:00:00,15,14,Yes
145,West,Electronics,3720,628.84,4,2021-01-07 00:00:00,20,4,No
146,North,Furniture,8740,4836.22,4,2021-01-07 01:00:00,0,15,Yes
147,South,Food,7953,2306.6,3,2021-01-07 02:00:00,5,14,No
148,North,Furniture,4434,2075.47,4,2021-01-07 03:00:00,15,9,No
149,South,Toys,4018,1865.99,1,2021-01-07 04:00:00,10,5,Yes
150,North,Toys,4523,611.5,1,2021-01-07 05:00:00,10,5,Yes
151,West,Toys,6784,3611.73,2,2021-01-07 06:00:00,5,3,No
152,West,Books,3290,3607.11,4,2021-01-07 07:00:00,10,2,No
153,South,Electronics,7066,996.5,3,2021-01-07 08:00:00,0,1,No
154,East,Toys,1816,2600.86,1,2021-01-07 09:00:00,5,1,Yes
155,South,Food,3314,1943.06,5,2021-01-07 10:00:00,0,3,No
156,North,Toys,3189,2243.91,4,2021-01-07 11:00:00,15,2,Yes
157,West,Food,8571,4132.08,2,2021-01-07 12:00:00,20,6,Yes
158,North,Books,3191,532.91,3,2021-01-07 13:00:00,0,15,No
159,West,Books,8872,3353.34,1,2021-01-07 14:00:00,10,18,No
160,West,Furniture,7927,618.66,2,2021-01-07 15:00:00,10,7,Yes
161,West,Clothing,5024,814.67,1,2021-01-07 16:00:00,10,6,No
162,North,Food,8978,2130.0,5,2021-01-07 17:00:00,15,14,Yes
163,South,Toys,3471,879.14,1,2021-01-07 18:00:00,20,8,Yes
164,South,Food,2048,2571.34,5,2021-01-07 19:00:00,0,7,Yes
165,North,Books,5241,2170.27,2,2021-01-07 20:00:00,0,13,Yes
166,East,Electronics,1271,2676.0,5,2021-01-07 21:00:00,0,10,No
167,North,Books,7462,680.74,4,2021-01-07 22:00:00,10,14,Yes
168,North,Furniture,5670,1023.53,3,2021-01-07 23:00:00,5,19,No
169,North,Books,9766,3120.19,2,2021-01-08 00:00:00,20,5,Yes
170,South,Books,5291,853.95,4,2021-01-08 01:00:00,15,3,Yes
171,East,Food,1634,3650.59,3,2021-01-08 02:00:00,15,6,Yes
172,East,Books,5860,4666.58,3,2021-01-08 03:00:00,20,1,No
173,North,Clothing,1557,4137.97,4,2021-01-08 04:00:00,5,1,Yes
174,South,Toys,6158,3810.55,1,2021-01-08 05:00:00,15,7,Yes
175,West,Clothing,6456,1768.73,1,2021-01-08 06:00:00,20,18,Yes
176,West,Furniture,4656,1059.07,5,2021-01-08 07:00:00,5,4,No
177,North,Toys,5853,2104.95,1,2021-01-08 08:00:00,5,9,Yes
178,South,Furniture,1019,51.12,3,2021-01-08 09:00:00,5,6,Yes
179,West,Furniture,7667,2733.59,1,2021-01-08 10:00:00,5,2,No
180,West,Food,4102,3990.92,5,2021-01-08 11:00:00,15,7,Yes
181,South,Electronics,4834,226.18,4,2021-01-08 12:00:00,0,13,Yes
182,North,Toys,7288,4248.74,2,2021-01-08 13:00:00,5,12,Yes
183,West,Furniture,2610,4865.69,4,2021-01-08 14:00:00,20,18,Yes
184,East,Toys,8195,4434.63,3,2021-01-08 15:00:00,20,10,Yes
185,South,Electronics,2225,4525.69,5,2021-01-08 16:00:00,20,19,Yes
186,West,Electronics,1786,2601.6,3,2021-01-08 17:00:00,5,18,No
187,North,Food,2672,943.61,1,2021-01-08 18:00:00,0,12,Yes
188,North,Toys,8135,3573.51,2,2021-01-08 19:00:00,20,10,No
189,West,Electronics,6939,921.8,2,2021-01-08 20:00:00,5,16,No
190,East,Furniture,3146,1650.61,1,2021-01-08 21:00:00,5,14,Yes
191,East,Food,7866,4564.97,3,2021-01-08 22:00:00,15,17,No
192,West,Electronics,7953,4667.93,4,2021-01-08 23:00:00,0,15,No
193,South,Electronics,8409,4480.95,3,2021-01-09 00:00:00,0,4,No
194,East,Food,4935,569.47,1,2021-01-09 01:00:00,5,17,Yes
195,West,Electronics,6755,2018.75,1,2021-01-09 02:00:00,15,1,No
196,South,Food,9067,1856.83,5,2021-01-09 03:00:00,10,14,No
197,South,Toys,9441,240.11,3,2021-01-09 04:00:00,0,8,No
198,South,Toys,3615,491.1,3,2021-01-09 05:00:00,0,14,Yes
199,South,Clothing,1354,2186.43,1,2021-01-09 06:00:00,5,11,No
200,West,Furniture,6945,2211.91,4,2021-01-09 07:00:00,10,8,No
201,South,Furniture,8508,3838.67,4,2021-01-09 08:00:00,20,4,Yes
202,South,Food,2477,2828.34,3,2021-01-09 09:00:00,10,17,Yes
203,West,Food,8145,307.01,1,2021-01-09 10:00:00,15,11,No
204,South,Toys,3759,4959.02,5,2021-01-09 11:00:00,20,13,Yes
205,South,Toys,1742,565.65,1,2021-01-09 12:00:00,15,12,No
206,West,Clothing,7924,4447.4,5,2021-01-09 13:00:00,20,14,Yes
207,South,Clothing,5062,4150.65,2,2021-01-09 14:00:00,15,4,Yes
208,North,Food,9148,3294.86,5,2021-01-09 15:00:00,15,10,Yes
209,East,Food,1182,3089.95,2,2021-01-09 16:00:00,5,6,Yes
210,South,Furniture,3449,4395.76,3,2021-01-09 17:00:00,10,9,Yes
211,South,Food,7007,783.15,1,2021-01-09 18:00:00,10,16,No
212,South,Toys,4608,1593.91,4,2021-01-09 19:00:00,0,15,Yes
213,West,Books,4795,2938.66,3,2021-01-09 20:00:00,15,15,Yes
214,East,Books,7930,2474.33,3,2021-01-09 21:00:00,15,12,No
215,East,Electronics,5374,4414.1,3,2021-01-09 22:00:00,20,13,No
216,North,Furniture,4533,2632.98,4,2021-01-09 23:00:00,20,6,Yes
217,South,Electronics,5706,1813.74,3,2021-01-10 00:00:00,0,5,No
218,South,Electronics,1147,3966.93,5,2021-01-10 01:00:00,15,15,Yes
219,North,Toys,6201,334.01,1,2021-01-10 02:00:00,5,13,Yes
220,West,Food,6789,3231.32,1,2021-01-10 03:00:00,20,15,Yes
221,South,Food,5363,1465.58,1,2021-01-10 04:00:00,0,5,Yes
222,South,Furniture,8635,638.29,4,2021-01-10 05:00:00,5,18,No
223,East,Toys,8968,3644.96,1,2021-01-10 06:00:00,15,8,Yes
224,South,Food,9355,3512.97,2,2021-01-10 07:00:00,20,6,No
225,South,Toys,9695,4473.66,5,2021-01-10 08:00:00,20,2,Yes
226,East,Books,7028,3053.28,2,2021-01-10 09:00:00,10,4,Yes
227,South,Electronics,1250,628.27,3,2021-01-10 10:00:00,20,4,Yes
228,South,Toys,8854,343.2,5,2021-01-10 11:00:00,5,1,No
229,East,Electronics,6486,102.91,3,2021-01-10 12:00:00,10,19,Yes
230,West,Food,5449,2929.37,3,2021-01-10 13:00:00,0,5,Yes
231,South,Furniture,6399,3718.95,4,2021-01-10 14:00:00,0,11,Yes
232,South,Clothing,7008,3784.83,2,2021-01-10 15:00:00,15,4,No
233,West,Furniture,3623,455.84,1,2021-01-10 16:00:00,20,16,No
234,East,Toys,3152,4298.68,1,2021-01-10 17:00:00,5,2,No
235,South,Toys,8402,2548.31,3,2021-01-10 18:00:00,20,14,No
236,South,Clothing,8650,1887.89,5,2021-01-10 19:00:00,0,4,No
237,East,Food,9158,3723.29,3,2021-01-10 20:00:00,15,12,Yes
238,South,Electronics,2506,1840.8,1,2021-01-10 21:00:00,10,13,Yes
239,West,Books,2719,1469.67,3,2021-01-10 22:00:00,15,16,No
240,North,Clothing,2885,2031.46,1,2021-01-10 23:00:00,10,15,No
241,East,Furniture,6552,1865.05,5,2021-01-11 00:00:00,10,17,No
242,South,Clothing,3292,459.11,2,2021-01-11 01:00:00,20,1,No
243,North,Electronics,1099,1496.49,5,2021-01-11 02:00:00,0,8,No
244,South,Electronics,7427,715.0,1,2021-01-11 03:00:00,5,4,Yes
245,West,Toys,8897,163.99,3,2021-01-11 04:00:00,15,12,Yes
246,East,Furniture,6438,4918.23,4,2021-01-11 05:00:00,15,10,No
247,West,Toys,5597,2684.73,1,2021-01-11 06:00:00,10,12,No
248,South,Food,3811,106.77,1,2021-01-11 07:00:00,20,13,Yes
249,North,Furniture,8756,2750.09,2,2021-01-11 08:00:00,20,17,Yes
250,East,Toys,1162,872.46,3,2021-01-11 09:00:00,10,17,No
251,West,Electronics,2365,1934.35,3,2021-01-11 10:00:00,10,10,No
252,North,Electronics,2805,4055.01,4,2021-01-11 11:00:00,10,14,Yes
253,West,Toys,6549,1810.67,2,2021-01-11 12:00:00,0,2,Yes
254,South,Furniture,8356,3069.49,5,2021-01-11 13:00:00,20,9,No
255,North,Books,9079,770.42,1,2021-01-11 14:00:00,15,15,No
256,North,Electronics,2784,1409.22,2,2021-01-11 15:00:00,5,13,Yes
257,North,Furniture,7486,3855.02,2,2021-01-11 16:00:00,15,12,No
258,North,Food,9661,4593.9,3,2021-01-11 17:00:00,20,9,No
259,North,Books,3661,1387.14,2,2021-01-11 18:00:00,15,12,No
260,West,Electronics,2281,1802.49,2,2021-01-11 19:00:00,20,3,No
261,East,Electronics,4280,2234.49,5,2021-01-11 20:00:00,20,2,No
262,South,Clothing,2900,2607.32,3,2021-01-11 21:00:00,5,19,No
263,South,Books,1381,2256.11,1,2021-01-11 22:00:00,20,4,No
264,South,Furniture,7334,2162.63,4,2021-01-11 23:00:00,10,3,Yes
265,South,Clothing,6316,4299.47,4,2021-01-12 00:00:00,15,14,Yes
266,South,Books,1286,2171.3,3,2021-01-12 01:00:00,15,19,Yes
267,North,Books,7088,4202.16,3,2021-01-12 02:00:00,20,18,Yes
268,West,Books,3210,2644.93,5,2021-01-12 03:00:00,10,9,Yes
269,North,Furniture,7136,1389.43,4,2021-01-12 04:00:00,10,11,No
270,North,Books,9281,4713.93,3,2021-01-12 05:00:00,20,7,Yes
271,East,Books,6973,2028.5,5,2021-01-12 06:00:00,10,19,Yes
272,East,Food,5982,668.06,4,2021-01-12 07:00:00,5,9,No
273,East,Electronics,3419,3256.5,4,2021-01-12 08:00:00,0,8,Yes
274,North,Clothing,8880,4538.99,3,2021-01-12 09:00:00,15,16,No
275,East,Electronics,2204,3415.68,2,2021-01-12 10:00:00,15,18,Yes
276,East,Books,1844,2190.72,1,2021-01-12 11:00:00,20,16,Yes
277,North,Books,9111,4065.13,5,2021-01-12 12:00:00,10,17,No
278,North,Furniture,2333,4509.51,4,2021-01-12 13:00:00,20,7,No
279,South,Clothing,9087,2407.63,4,2021-01-12 14:00:00,0,13,Yes
280,East,Furniture,7114,739.08,2,2021-01-12 15:00:00,20,17,No
281,North,Books,1920,4204.64,4,2021-01-12 16:00:00,0,14,Yes
282,North,Toys,7263,4682.44,5,2021-01-12 17:00:00,0,1,Yes
283,West,Furniture,1513,3263.43,3,2021-01-12 18:00:00,20,10,No
284,East,Electronics,1379,908.19,1,2021-01-12 19:00:00,10,4,No
285,West,Books,8393,62.86,2,2021-01-12 20:00:00,5,10,Yes
286,South,Furniture,4147,4394.85,5,2021-01-12 21:00:00,15,10,Yes
287,North,Clothing,8950,3700.41,3,2021-01-12 22:00:00,0,9,No
288,East,Books,2736,4787.02,1,2021-01-12 23:00:00,15,6,Yes
289,South,Furniture,6054,3114.7,2,2021-01-13 00:00:00,15,2,Yes
290,East,Electronics,8295,4636.08,1,2021-01-13 01:00:00,10,7,Yes
291,South,Books,6834,470.31,1,2021-01-13 02:00:00,20,1,Yes
292,West,Clothing,6644,1050.25,3,2021-01-13 03:00:00,0,15,No
293,West,Food,1002,4305.09,1,2021-01-13 04:00:00,20,1,No
294,South,Furniture,8584,2390.34,4,2021-01-13 05:00:00,0,15,No
295,East,Furniture,1877,4753.91,5,2021-01-13 06:00:00,15,3,Yes
296,East,Books,5126,3101.11,4,2021-01-13 07:00:00,15,11,No
297,West,Electronics,5973,3309.25,5,2021-01-13 08:00:00,5,5,Yes
298,South,Toys,5709,3475.5,5,2021-01-13 09:00:00,0,17,No
299,East,Food,9632,3271.93,2,2021-01-13 10:00:00,5,6,Yes
300,West,Clothing,2090,672.48,1,2021-01-13 11:00:00,0,1,No
301,North,Furniture,1531,3178.26,4,2021-01-13 12:00:00,5,19,Yes
302,North,Books,8632,2129.54,5,2021-01-13 13:00:00,10,3,No
303,North,Toys,8960,2499.32,3,2021-01-13 14:00:00,5,19,No
304,North,Clothing,9214,3411.85,4,2021-01-13 15:00:00,10,17,No
305,North,Books,4463,4523.61,2,2021-01-13 16:00:00,15,11,No
306,North,Furniture,1186,1639.81,2,2021-01-13 17:00:00,10,5,No
307,West,Food,6519,1864.72,5,2021-01-13 18:00:00,0,13,No
308,North,Clothing,1225,134.44,4,2021-01-13 19:00:00,5,10,No
309,North,Electronics,2258,3517.48,1,2021-01-13 20:00:00,15,7,No
310,North,Furniture,6635,3253.63,3,2021-01-13 21:00:00,10,17,Yes
311,West,Books,6788,4433.71,5,2021-01-13 22:00:00,0,13,No
312,West,Books,4564,2613.17,4,2021-01-13 23:00:00,0,11,No
313,North,Books,2670,4379.41,2,2021-01-14 00:00:00,0,17,Yes
314,East,Toys,6722,2848.11,4,2021-01-14 01:00:00,5,6,Yes
315,North,Toys,6431,3584.85,1,2021-01-14 02:00:00,5,6,Yes
316,East,Electronics,2693,739.31,1,2021-01-14 03:00:00,10,6,Yes
317,East,Clothing,5623,2699.96,5,2021-01-14 04:00:00,15,17,Yes
318,South,Books,4407,361.75,5,2021-01-14 05:00:00,20,14,Yes
319,South,Clothing,4178,4473.66,3,2021-01-14 06:00:00,20,19,Yes
320,West,Furniture,5815,4248.7,3,2021-01-14 07:00:00,5,3,No
321,East,Food,9939,4644.75,3,2021-01-14 08:00:00,10,16,Yes
322,East,Electronics,5735,4587.73,5,2021-01-14 09:00:00,20,10,No
323,West,Electronics,2345,722.33,3,2021-01-14 10:00:00,10,5,Yes
324,East,Books,3303,550.15,1,2021-01-14 11:00:00,20,2,No
325,East,Clothing,6271,743.11,2,2021-01-14 12:00:00,20,4,No
326,North,Toys,6791,3818.73,1,2021-01-14 13:00:00,5,1,No
327,East,Electronics,2946,4428.16,4,2021-01-14 14:00:00,0,12,Yes
328,South,Electronics,9135,4234.61,1,2021-01-14 15:00:00,0,12,Yes
329,South,Clothing,5244,3304.9,2,2021-01-14 16:00:00,5,9,No
330,North,Food,1288,950.59,4,2021-01-14 17:00:00,5,3,No
331,West,Clothing,2610,1303.87,4,2021-01-14 18:00:00,5,18,Yes
332,West,Books,1570,3439.28,1,2021-01-14 19:00:00,5,12,Yes
333,South,Books,2816,3499.27,5,2021-01-14 20:00:00,10,7,Yes
334,East,Electronics,3969,3557.27,4,2021-01-14 21:00:00,0,19,Yes
335,East,Books,5848,3927.09,5,2021-01-14 22:00:00,10,10,No
336,East,Toys,1991,1366.98,3,2021-01-14 23:00:00,15,15,No
337,South,Furniture,9870,2561.83,2,2021-01-15 00:00:00,15,14,Yes
338,West,Books,6671,65.25,4,2021-01-15 01:00:00,15,1,No
339,South,Toys,8265,4559.0,5,2021-01-15 02:00:00,15,1,No
340,East,Furniture,5514,3370.76,2,2021-01-15 03:00:00,5,2,No
341,South,Electronics,8876,1623.39,4,2021-01-15 04:00:00,0,18,Yes
342,West,Food,2483,2568.42,3,2021-01-15 05:00:00,10,7,Yes
343,South,Books,8578,3492.59,3,2021-01-15 06:00:00,20,1,Yes
344,West,Toys,2506,140.18,4,2021-01-15 07:00:00,20,2,No
345,West,Food,6491,3171.19,1,2021-01-15 08:00:00,20,9,No
346,South,Food,9299,914.52,2,2021-01-15 09:00:00,15,18,No
347,North,Clothing,7575,503.75,1,2021-01-15 10:00:00,5,4,No
348,South,Toys,8954,4096.06,3,2021-01-15 11:00:00,5,1,Yes
349,South,Books,6620,4630.92,5,2021-01-15 12:00:00,15,2,Yes
350,South,Clothing,5444,607.03,4,2021-01-15 13:00:00,10,19,No
351,North,Books,6939,3862.05,4,2021-01-15 14:00:00,0,1,No
352,South,Toys,8874,4139.11,1,2021-01-15 15:00:00,20,17,Yes
353,East,Electronics,9004,360.87,1,2021-01-15 16:00:00,15,6,Yes
354,West,Books,3729,1741.59,1,2021-01-15 17:00:00,10,9,Yes
355,North,Clothing,9246,4389.6,4,2021-01-15 18:00:00,15,9,No
356,South,Clothing,6619,2290.47,1,2021-01-15 19:00:00,15,12,No
357,North,Clothing,1699,3376.4,2,2021-01-15 20:00:00,5,11,No
358,West,Toys,3209,1523.95,4,2021-01-15 21:00:00,0,16,No
359,North,Clothing,7584,3486.4,2,2021-01-15 22:00:00,10,11,No
360,North,Books,7825,2153.05,2,2021-01-15 23:00:00,10,6,No
361,West,Food,3844,3456.06,2,2021-01-16 00:00:00,5,10,Yes
362,North,Clothing,5487,1685.58,5,2021-01-16 01:00:00,15,19,Yes
363,West,Toys,2870,3825.59,1,2021-01-16 02:00:00,10,6,No
364,South,Toys,6004,3351.43,4,2021-01-16 03:00:00,0,9,Yes
